name,external_id
Home automation company,home_automation_company
Home builder,home_builder
Home cinema installation,home_cinema_installation
Home goods store,home_goods_store
Home hairdresser,home_hairdresser
Home health care service,home_health_care_service
Home help,home_help
Home help service agency,home_help_service_agency
Home improvement store,home_improvement_store
Home inspector,home_inspector
Home insurance agency,home_insurance_agency
Home theater store,home_theater_store
Homekill service,homekill_service
Homeless service,homeless_service
Homeless shelter,homeless_shelter
Homeopath,homeopath
Homeopathic pharmacy,homeopathic_pharmacy
Homeowners' association,homeowners_association
Honda dealer,honda_dealer
Honduran restaurant,honduran_restaurant
Honey farm,honey_farm
Hong Kong style fast food restaurant,hong_kong_style_fast_food_restaurant
Hookah bar,hookah_bar
Hookah store,hookah_store
Horse boarding stable,horse_boarding_stable
Horse breeder,horse_breeder
Horse rental service,horse_rental_service
Horse riding field,horse_riding_field
Horse riding school,horse_riding_school
Horse trailer dealer,horse_trailer_dealer
Horse trainer,horse_trainer
Horse transport supplier,horsebox_specialist
Horseback riding service,horseback_riding_service
Horseshoe smith,horseshoe_smith
Horsestable studfarm,horsestable_studfarm
Hose supplier,hose_supplier
Hospice,hospice
Hospital,hospital
Hospital department,hospital_department
Hospital equipment and supplies,hospital_and_equipment_supplies
Hospitality and tourism school,hospitality_and_tourism_school
Hospitality high school,hospitality_high_school
Host club,host_club
Hostel,hostel
Hot bedstone spa,hot_bedstone_spa
Hot dog restaurant,hot_dog_restaurant
Hot dog stand,hot_dog_stand
Hot pot restaurant,hot_pot_restaurant
Hot tub repair service,hot_tub_repair_service
Hot tub store,hot_tub_store
Hot water system supplier,hot_water_system_supplier
Hotel,hotel
Hotel management school,hotel_management_school
Hotel supply store,hotel_supply_store
House cleaning service,house_cleaning_service
House clearance service,house_clearance_service
House sitter,house_sitter
House sitter agency,house_sitter_agency
Houseboat rental service,houseboat_rental_service
Household chemicals supplier,household_chemicals_supplier
Household goods wholesaler,household_goods_wholesaler
Housing association,housing_association
Housing authority,housing_authority
Housing complex,housing_complex
Housing cooperative,housing_cooperative
Housing development,housing_development
Housing society,housing_society
Housing utility company,housing_utility_company
Hua gong shop,hua_gong_shop
Hua niao market place,hua_niao_market_place
Hub cap supplier,hub_cap_supplier
Human resource consulting,human_ressource_consulting
Hunan restaurant,hunan_style_restaurant
Hungarian restaurant,hungarian_restaurant
Hunting and fishing store,hunting_and_fishing_store
Hunting area,hunting_area
Hunting club,hunting_club
Hunting preserve,hunting_preserve
Hunting store,hunting_store
Hyderabadi restaurant,hyderabadi_restaurant
Hydraulic engineer,hydraulic_engineer
Hydraulic equipment supplier,hydraulic_equipment_supplier
Hydraulic repair service,hydraulic_repair_service
Hydroelectric power plant,hydroelectric_power_plant
Hydroponics equipment supplier,hydroponics_equipment_supplier
Hygiene articles wholesaler,hygiene_articles_wholesaler
Hyperbaric medicine physician,hyperbaric_medicine_physician
Hypermarket,hypermarket
Hypnotherapy service,hypnotherapy_service
Hyundai dealer,hyundai_dealer
ICSE school,icse_school
IMAX theater,imax_theater
Ice cream equipment supplier,ice_cream_equipment_supplier
Ice cream shop,ice_cream_shop
Ice hockey club,ice_hockey_club
Ice skating club,ice_skating_club
Ice skating instructor,ice_skating_instructor
Ice skating rink,ice_skating_rink
Ice supplier,ice_supplier
Icelandic restaurant,icelandic_restaurant
Ikan bakar restaurant,ikan_bakar_restaurant
Image consultant,image_consultant
Immigration & naturalization service,immigration_and_naturalization_service
Immigration attorney,immigration_attorney
Immigration detention centre,immigration_detention_center
Immunologist,immunologist
Impermeabilization service,impermeabilization_service
Import export company,import_export_company
Importer,importer
Incense supplier,incense_supplier
Incineration plant,incineration_plant
Income protection insurance agency,income_protection_insurance
Income tax help association,income_tax_help_association
Indian Motorcycle dealer,indian_motorcycle_dealer
Indian Muslim restaurant,indian_muslim_restaurant
Indian grocery store,indian_grocery_store
Indian restaurant,indian_restaurant
Indian sizzler restaurant,indian_sizzler_restaurant
Indian sweets shop,indian_sweets_shop
Indian takeaway,indian_takeaway
Indonesian restaurant,indonesian_restaurant
Indoor cycling,indoor_cycling
Indoor golf course,indoor_golf_course
Indoor playground,indoor_playground
Indoor snowcenter,indoor_snowcenter
Indoor swimming pool,indoor_swimming_pool
Industrial chemicals wholesaler,industrial_chemicals_wholesaler
Industrial consultant,industrial_consultant
Industrial design company,industrial_design_company
Industrial door supplier,industrial_door_supplier
Industrial engineer,industrial_engineer
Industrial engineers association,industrial_engineers_association
Industrial equipment supplier,industrial_equipment_supplier
Industrial framework supplier,industrial_framework_supplier
Industrial gas supplier,industrial_gas_supplier
Industrial real estate agency,industrial_real_estate_agency
Industrial supermarket,industrial_supermarket
Industrial technical engineers association,industrial_technical_engineers_association
Industrial vacuum equipment supplier,industrial_vacuum_equipment_supplier
Infectious disease physician,infectious_disease_physician
Infiniti dealer,infiniti_dealer
Information services,information_services
Inn,inn
Insolvency service,insolvency_service
Institute of Geography and Statistics,institute_of_geography_and_statistics
Institute of technology,iut
Instrumentation engineer,instrumentation_engineer
Insulation contractor,insulation_contractor
Insulation materials store,insulation_materials_store
Insulator supplier,insulator_supplier
Insurance agency,insurance_agency
Insurance attorney,insurance_attorney
Insurance broker,insurance_broker
Insurance company,insurance_company
Insurance school,insurance_school
Intellectual property registry,intellectual_property_registry
Intensivist,intensivist
Interior Decorator,interior_decorator
Interior architect office,interior_architect_office
Interior construction contractor,interior_construction_contractor
Interior designer,interior_designer
Interior door shop,interior_door
Interior fitting contractor,interior_fitting_contractor
Interior plant service,interior_plant_service
Internal medicine ward,internal_medicine_ward
International airport,international_airport
International school,international_school
International trade consultant,international_trade_consultant
Internet cafe,internet_cafe
Internet marketing service,internet_marketing_service
Internet service provider,internet_service_provider
Internet shop,internet_shop
Internist,internist
Investment bank,investment_bank
Investment company,investment_company
Investment service,investment_service
Invitation printing service,invitation_printing_service
Irish goods store,irish_goods_store
Irish pub,irish_pub
Irish restaurant,irish_restaurant
Iron steel contractor,iron_steel_contractor
Iron ware dealer,iron_ware_dealer
Iron works,iron_works
Irrigation equipment supplier,irrigation_equipment_supplier
Israeli restaurant,israeli_restaurant
Isuzu dealer,isuzu_dealer
Italian grocery store,italian_grocery_store
Italian restaurant,italian_restaurant
Izakaya restaurant,japanese_izakaya_restaurant
Jaguar dealer,jaguar_dealer
Jain temple,jain_temple
Jamaican restaurant,jamaican_restaurant
Janitorial equipment supplier,janitorial_equipment_supplier
Janitorial service,janitorial_service
Japanese cheap sweets shop,japanese_cheap_sweets_shop
Japanese confectionery shop,japanese_confectionery_shop
Japanese curry restaurant,japanese_curry_restaurant
Japanese delicatessen,japanese_delicatessen
Japanese grocery store,japanese_grocery_store
Japanese language instructor,japanese_language_instructor
Japanese prefecture government office,prefecture_government_office
Japanese regional restaurant,japanese_regional_restaurant
Japanese restaurant,japanese_restaurant
Japanese steakhouse,japanese_steakhouse
Japanese sweets restaurant,japanese_sweets_restaurant
Japanized western restaurant,japanized_western_food_restaurant
Javanese restaurant,javanese_restaurant
Jazz club,jazz_club
Jeans shop,denim_wear_store
Jeep dealer,jeep_dealer
Jehovah's Witness Kingdom Hall,jehovahs_witness_church
Jeweler,jeweler
Jewelry appraiser,jewelry_appraiser
Jewelry buyer,jewelry_buyer
Jewelry designer,jewelry_designer
Jewelry engraver,jewelry_engraver
Jewelry equipment supplier,jewelry_equipment_supplier
Jewelry exporter,jewelry_exporter
Jewelry manufacturer,jewelry_manufacturer
Jewelry repair service,jewelry_repair_service
Jewelry store,jewelry_store
Jewish restaurant,jewish_restaurant
Jiangsu restaurant,jiang_su_restaurant
Joiner,joiner
Judaica store,judaica_store
Judicial auction,judicial_auction
Judicial scrivener,judicial_scrivener
Judo club,judo_club
Judo school,judo_school
Juice shop,juice_shop
Jujitsu school,jujitsu_school
Junior college,junior_college
Junk dealer,junk_dealer
Junk removal service,junk_removal_service
Junk store,junk_store
Junkyard,junkyard
Justice department,justice_department
Jute exporter,jute_exporter
Jute mill,jute_mill
Juvenile detention center,juvenile_detention_center
Kabaddi club,kabaddi_club
Kaiseki restaurant,kaiseki_restaurant
Kalle pache restaurant,kalle_pache_restaurant
Karaoke,karaoke
Karaoke bar,karaoke_bar
Karaoke equipment rental service,karaoke_equipment_rental_service
Karate club,karate_club
Karate school,karate_school
Karma dealer,karma_dealer
Karnataka restaurant,karnataka_restaurant
Kashmiri restaurant,kashmiri_restaurant
Katsudon restaurant,pork_cutlet_rice_bowl_restaurant
Kawasaki motorcycle dealer,kawasaki_motorcycle_dealer
Kazakhstani restaurant,kazakhstani_restaurant
Kebab shop,kebab_shop
Kennel,kennel
Kerala restaurant,kerala_restaurant
Kerosene supplier,kerosene_supplier
Key duplication service,key_duplication_service
Kia dealer,kia_dealer
Kickboxing school,kickboxing_school
Kilt shop and hire,kilt_shop_and_hire
Kimono store,kimono_store
Kindergarten,kindergarten
Kinesiologist,kinesiologist
Kinesiotherapist,kinesiotherapist
Kiosk,kiosk
Kitchen furniture store,kitchen_furniture_store
Kitchen remodeler,kitchen_remodeler
Kitchen supply store,kitchen_supply_store
Kite shop,kite_shop
Knife manufacturing,knife_manufacturing
Knife store,knife_store
Knit shop,knit_shop
Knitting instructor,knitting_instructor
Knitwear manufacturer,knitwear_manufacturer
Kofta restaurant,kofta_restaurant
Konkani restaurant,konkani_restaurant
Korean barbecue restaurant,korean_barbecue_restaurant
Korean beef restaurant,korean_beef_restaurant
Korean church,korean_church
Korean grocery store,korean_grocery_store
Korean restaurant,korean_restaurant
Korean rib restaurant,korean_rib_restaurant
Koshari restaurant,koshari_restaurant
Kosher grocery store,kosher_grocery_store
Kosher restaurant,kosher_restaurant
Kung fu school,kung_fu_school
Kushiage and kushikatsu restaurant,skewer_deep_frying
Kushiyaki restaurant,kushiyaki_restaurant
Kyoto style Japanese restaurant,kyoto_cuisine_restaurant
LPG conversion,lpg_conversion
Labor relations attorney,labor_relations_attorney
Labor union,labor_union
Laboratory,laboratory
Laboratory equipment supplier,laboratory_equipment_supplier
Ladder supplier,ladder_supplier
Lamborghini dealer,lamborghini_dealer
Laminating equipment supplier,laminating_equipment_supplier
Lamination service,lamination_service
Lamp repair service,lamp_repair_service
Lamp shade supplier,lamp_shade_supplier
Lancia dealer,lancia_dealer
Land Rover dealer,land_rover_dealer
Land allotment,land_allotment
Land planning authority,land_planning_authority
Land reform institute,land_reform_institute
Land registry office,property_registry
Land surveying office,land_surveying_office
Land surveyor,land_surveyor
Landscape architect,landscape_architect
Landscape designer,landscape_designer
Landscape lighting designer,landscape_lighting_designer
Landscaper,landscaper
Landscaping supply store,landscaping_supply_store
Language school,language_school
Laotian restaurant,laotian_restaurant
Lapidary,lapidary
Laser cutting service,laser_cutting_service
Laser equipment supplier,laser_equipment_supplier
Laser hair removal service,laser_hair_removal_service
Laser tag center,laser_tag_center
Lasik surgeon,lasik_surgeon
Latin American restaurant,latin_american_restaurant
Laundromat,laundromat
Laundry,laundry
Laundry service,laundry_service
Law book store,law_book_store
Law firm,law_firm
Law library,law_library
Law school,law_school
Lawn bowls club,lawn_bowls_club
Lawn care service,lawn_care_service
Lawn equipment rental service,lawn_equipment_rental_service
Lawn irrigation equipment supplier,lawn_irrigation_equipment_supplier
Lawn mower repair service,lawn_mower_repair_service
Lawn mower store,lawn_mower_store
Lawn sprinkler system contractor,lawn_sprinkler_system_contractor
Lawyer,lawyer
Lawyers association,lawyers_association
Leagues club,leagues_club
Learner driver training area,learner_driver_training_area
Learning center,learning_center
Leasing service,leasing_service
Leather cleaning service,leather_cleaning_service
Leather coats store,leather_coats_store
Leather exporter,leather_exporter
Leather goods manufacturer,leather_goods_manufacturer
Leather goods store,leather_goods_store
Leather goods supplier,leather_goods_supplier
Leather goods wholesaler,leather_goods_wholesaler
Leather repair service,leather_repair_service
Leather wholesaler,leather_wholesaler
Lebanese restaurant,lebanese_restaurant
Lechon restaurant,lechon_restaurant
Legal affairs bureau,legal_affairs_bureau
Legal aid office,legal_aid_office
Legal services,legal_services
Leisure centre,leisurecentre
Lesbian bar,lesbian_bar
Lexus dealer,lexus_dealer
Library,library
License bureau,license_bureau
License plate frames supplier,license_plate_frames_supplier
Lido,lido
Life coach,life_coach
Life insurance agency,life_insurance_agency
Light bulb supplier,light_bulb_supplier
Lighting consultant,lighting_consultant
Lighting contractor,lighting_contractor
Lighting manufacturer,lighting_manufacturer
Lighting products wholesaler,lighting_wholesaler
Lighting store,lighting_store
Ligurian restaurant,ligurian_restaurant
Limousine service,limousine_service
Lincoln dealer,lincoln_mercury_dealer
Line marking service,line_marking_service
Linens store,linens_store
Lingerie manufacturer,lingerie_manufacturer
Lingerie store,lingerie_store
Lingerie wholesaler,lingerie_wholesaler
Linoleum store,linoleum_store
Liquidator,liquidator
Liquor store,liquor_store
Literacy program,literacy_program
Lithuanian restaurant,lithuanian_restaurant
Little league club,little_league_club
Little league field,little_league_field
Live music bar,live_music_bar
Live music venue,live_music_venue
Livery company,livery_company
Livestock auction house,livestock_auction_house
Livestock breeder,livestock_breeder
Livestock dealer,livestock_dealer
Livestock producer,livestock_producer
Loan agency,loan_agency
Local government office,local_government_office
Local history museum,local_history_museum
Local medical services,local_medical_services
Lock Store,lock_store
Locks supplier,locks_supplier
Locksmith,locksmith
Lodge,lodge
Lodging,lodging
Log cabins,log_cabins
Log home builder,log_home_builder
Logging contractor,logging_contractor
Logistics service,logistics_service
Lombardian restaurant,lombardian_restaurant
Loss adjuster,loss_adjuster
Lost property office,lost_property_office
Lottery retailer,lottery_retailer
Lottery shop,lottery_shop
Lounge,lounge
Love hotel,love_hotel
Low income housing program,low_income_housing_program
Luggage repair service,luggage_repair_service
Luggage storage facility,luggage_storage_facility
Luggage store,luggage_store
Luggage wholesaler,luggage_wholesaler
Lumber store,lumber_store
Lunch restaurant,lunch_restaurant
Lutheran church,lutheran_church
Lyceum,lyceum
Lymph drainage therapist,lymph_drainage
MG dealer,mg_dealer
MINI dealer,mini_dealer
MRI center,mri_center
Machine construction,machine_construction
Machine knife supplier,machine_knife_supplier
Machine maintenance service,machine_maintenance
Machine repair service,machine_repair_service
Machine shop,machine_shop
Machine workshop,machine_workshop
Machinery parts manufacturer,machinery_parts_manufacturer
Machining manufacturer,machining_manufacturer
Macrobiotic restaurant,macrobiotic_restaurant
Madrilian restaurant,madrilian_restaurant
Magazine store,magazine_store
Magic store,magic_store
Magician,magician
Mahjong house,mah_jong_house
Mailbox rental service,mailbox_rental_service
Mailbox supplier,mailbox_supplier
Mailing machine supplier,mailing_machine_supplier
Mailing service,mailing_service
Main customs office,main_customs_office
Majorcan restaurant,majorcan_restaurant
Make-up artist,makeup_artist
Makerspace,makerspace
Malaysian restaurant,malaysian_restaurant
Maltese restaurant,maltese_restaurant
Mammography service,mammography_service
Manado restaurant,manado_restaurant
Management school,management_school
Mandarin restaurant,mandarin_restaurant
Manor house,manor_house
Manufactured home transporter,manufactured_home_transporter
Manufacturer,manufacturer
Maori organization,maori_organization
Map store,map_store
Mapping service,mapping_service
Marae,marae
Marathi restaurant,marathi_restaurant
Marble contractor,marble_contractor
Marble supplier,marble_supplier
Marche restaurant,marche_restaurant
Marina,marina
Marine engineer,marine_engineer
Marine self defense force,marine_self_defense_force
Marine supply store,marine_supply_store
Marine surveyor,marine_surveyor
Maritime museum,maritime_museum
Market,market
Market researcher,market_researcher
Marketing agency,marketing_agency
Marketing consultant,marketing_consultant
Markmens clubhouse,markmens_clubhouse
Marquee hire service,marquee_hire
Marriage celebrant,marriage_celebrant
Marriage license bureau,marriage_license_bureau
Marriage or relationship counselor,marriage_counselor
Martial arts club,martial_arts_club
Martial arts school,martial_arts_school
Martial arts supply store,martial_arts_supply_store
Maserati dealer,maserati_dealer
Masonic center,masonic_building
Masonry contractor,masonry_contractor
Masonry supply store,masonry_supply_store
Massage school,massage_school
Massage spa,massage_spa
Massage supply store,massage_supply_store
Massage therapist,massage_therapist
Match box manufacturer,match_box_manufacturer
Material handling equipment supplier,material_handling_equipment_supplier
Maternity hospital,maternity_hospital
Maternity store,maternity_store
Mathematics school,mathematics_school
Mattress store,mattress_store
Mausoleum builder,mausoleum_builder
Maybach dealer,maybach_dealer
Mazda dealer,mazda_dealer
McLaren dealer,mclaren_dealer
Meal delivery,meal_delivery
Measuring instruments supplier,measuring_instruments_supplier
Meat dish restaurant,meat_restaurant
Meat packer,meat_packer
Meat processor,meat_processor
Meat products store,meat_products
Meat wholesaler,meat_wholesaler
Mechanic,mechanic
Mechanical contractor,mechanical_contractor
Mechanical engineer,mechanical_engineer
Mechanical plant,mechanical_plant
Media company,media_company
Media consultant,media_consultant
Media house,media_house
Mediation service,mediation_service
Medical Center,medical_center
Medical billing service,medical_billing_service
Medical book store,medical_book_store
Medical certificate service,medical_certificate_service
Medical clinic,medical_clinic
Medical diagnostic imaging center,medical_diagnostic_imaging_center
Medical equipment manufacturer,medical_equipment_manufacturer
Medical equipment supplier,medical_equipment_supplier
Medical examiner,medical_examiner
Medical group,medical_group
Medical laboratory,medical_lab
Medical lawyer,medical_lawyer
Medical office,medical_office
Medical school,medical_school
Medical spa,medical_spa
Medical supply store,medical_supply_store
Medical technology manufacturer,medical_technology_manufacturer
Medical transcription service,medical_transcription_service
Medicine exporter,medicine_exporter
Meditation center,meditation_center
Meditation instructor,meditation_instructor
Mediterranean restaurant,mediterranean_restaurant
Meeting planning service,meeting_planning_service
Mehandi class,mehandi_class
Mehndi designer,mehndi_designer
Memorial estate,memorial_estate
Memorial park,memorial_park
Men's clothing store,mens_clothing_store
Men's health physician,mens_health_physician
Mennonite church,mennonite_church
Mens tailor,mens_tailor
Mental health clinic,mental_health_clinic
Mental health service,mental_health_service
Mercantile development,mercantile_development
Mercedes-Benz dealer,mercedes_benz_dealer
Messianic synagogue,messianic_synagogue
Metal construction company,metal_construction_company
Metal detecting equipment supplier,metal_detecting_equipment_supplier
Metal fabricator,metal_fabricator
Metal finisher,metal_finisher
Metal heat treating service,metal_heat_treating_service
Metal industry suppliers,metal_industry_suppliers
Metal machinery supplier,metal_machinery_supplier
Metal polishing service,metal_polishing_service
Metal processing company,metal_processing_company
Metal stamping service,metal_stamping_service
Metal supplier,metal_supplier
Metal working shop,metal_working_shop
Metal workshop,metal_workshop
Metallurgy company,metallurgy_company
Metalware dealer,metalware_dealer
Metalware producer,metalware_producer
Metaphysical supply store,metaphysical_supply_store
Methodist church,methodist_church
Metropolitan train company,metropolitan_train_company
Mexican goods store,mexican_goods_store
Mexican grocery store,mexican_grocery_store
Mexican restaurant,mexican_restaurant
Mexican torta restaurant,mexican_torta_restaurant
Meyhane,meyhane
Microwave oven repair service,microwave_oven_repair_service
Mid-Atlantic restaurant (US),mid_atlantic_us_restaurant
Middle Eastern restaurant,middle_eastern_restaurant
Middle school,middle_school
Midwife,midwife
Military archive,militar_archive
Military barracks,military_barrack
Military base,military_base
Military board,military_board
Military cemetery,military_cemetery
Military hospital,military_hospital
Military recruiting office,military_recruiting_office
Military residence,militar_residence
Military school,military_school
Milk delivery service,milk_delivery_service
Mill,mill
Millwork shop,millwork_shop
Mine,mine
Mineral water company,mineral_water_company
Mineral water wholesaler,mineral_water_wholesale
Miniature golf course,miniature_golf_course
Miniatures store,miniatures_store
Minibus taxi service,minibus_taxi_service
Mining company,mining_company
Mining consultant,mining_consultant
Mining engineer,mining_engineer
Mining equipment,mining_equipment
Ministry of Education,ministry_of_education
Mirror shop,mirror_shop
Miso cutlet restaurant,miso_cutlet_restaurant
Missing persons organization,missing_persons_organization
Mission,mission
Mitsubishi dealer,mitsubishi_dealer
Mobile caterer,mobile_catering
Mobile disco,mobile_disco
Mobile hairdresser,mobile_hairdresser
Mobile home dealer,mobile_home_dealer
Mobile home park,mobile_home_park
Mobile home rental agency,mobile_home_rental_agency
Mobile home supply store,mobile_home_supply_store
Mobile money agent,mobile_money_agent
Mobile network operator,mobile_network_operator
Mobile phone repair shop,mobile_phone_repair_shop
Mobility equipment supplier,mobility_equipment_supplier
Model car play area,model_car_play_area
Model design company,model_design_company
Model portfolio studio,model_portfolio_studio
Model shop,scale_model_shop
Model train store,model_train_store
Modeling agency,modeling_agency
Modeling school,modeling_school
Modern British restaurant,modern_british_restaurant
Modern European restaurant,modern_european_restaurant
Modern French restaurant,modern_french_restaurant
Modern Indian restaurant,modern_indian_restaurant
Modern art museum,modern_art_museum
Modern izakaya restaurant,mordern_izakaya_restaurants
Modular home builder,modular_home_builder
Modular home dealer,modular_home_dealer
Mohel,mohel
Mold maker,mold_maker
Molding supplier,molding_supplier
Momo restaurant,momo_restaurant
Monastery,monastery
Money order service,money_order_service
Money transfer service,money_transfer_service
Mongolian barbecue restaurant,mongolian_barbecue_restaurant
Monjayaki restaurant,monja_restaurant
Monogramming service,monogramming_service
Montessori school,montessori_school
Monument maker,monument_maker
Moped dealer,moped_dealer
Moravian church,moravian_church
Moroccan restaurant,moroccan_restaurant
Mortgage broker,mortgage_broker
Mortgage lender,mortgage_lender
Mortuary,mortuary
Mosque,mosque
Motel,motel
Motor scooter dealer,motor_scooter_dealer
Motor scooter repair shop,motor_scooter_repair_shop
Motor vehicle dealer,motor_vehicle_dealer
Motorcycle dealer,motorcycle_dealer
Motorcycle driving school,motorcycle_driving_school
Motorcycle insurance agency,motorcycle_insurance_agency
Motorcycle parts store,motorcycle_parts_store
Motorcycle rental agency,motorcycle_rental_agency
Motorcycle repair shop,motorcycle_repair_shop
Motorcycle shop,motorcycle_shop
Motoring club,motoring_club
Motorsports store,motorsports_store
Mountain cabin,mountain_hut
Mountain cable car,mountain_cable_car
Mountaineering class,mountaineering_class
Movie rental kiosk,movie_rental_kiosk
Movie rental store,movie_rental_store
Movie studio,movie_studio
Movie theater,movie_theater
Moving and storage service,moving_and_storage_service
Moving company,moving_company
Moving supply store,moving_supply_store
Muay Thai boxing gym,muay_thai_boxing_gym
Muffler shop,muffler_shop
Mughlai restaurant,mughlai_restaurant
Mulch supplier,mulch_supplier
Multimedia and electronic book publisher,multimedia_and_electronic_book_publisher
Municipal Department Agricultural Development,municipal_department_agricultural_development
Municipal Department Civil Defense,municipal_department_civil_defense
Municipal Department Communication,municipal_department_communication
Municipal Department Finance,municipal_department_finance
Municipal Department Housing and Urban Development,municipal_department_housing_and_urban_development
Municipal Department Science Technology,municipal_department_science_technology
Municipal Department Social Defense,municipal_department_social_defense
Municipal Department of Culture,municipal_department_of_culture
Municipal Department of Sports,municipal_department_of_sports
Municipal Department of Tourism,municipal_department_of_tourism
Municipal Guard,municipal_guard
Municipal Social Development,municipal_social_development
Municipal administration office,municipal_administration_office
Municipal corporation,municipal_corporation
Municipal department of agriculture food supply,municipal_department_agriculture_food_supply
Municipal health department,municipal_health_department
Municipal office education,municipal_office_education
Murtabak restaurant,murtabak_restaurant
Musalla,musalla
Museum,museum
Museum of space history,museum_of_space_history
Museum of zoology,museum_of_zoology
Music box store,music_box_store
Music college,music_college
Music conservatory,music_conservatory
Music instructor,music_instructor
Music management and promotion,music_management_and_promotion
Music producer,music_producer
Music publisher,music_publisher
Music school,music_school
Music store,music_store
Musical club,musical_club
Musical instrument manufacturer,musical_instrument_manufacturer
Musical instrument rental service,musical_instrument_rental_service
Musical instrument repair shop,musical_instrument_repair_shop
Musical instrument store,musical_instrument_store
Musician,musician
Mutton barbecue restaurant,mutton_barbecue_restaurant
Nail salon,nail_salon
Nanotechnology engineering service,nanotechnology_engineer
Nasi goreng restaurant,nasi_goreng_restaurant
Nasi restaurant,nasi_restaurant
Nasi uduk restaurant,nasi_uduk_restaurant
National forest,national_forest
National health foundation,national_health_foundation
National library,national_library
National museum,national_museum
National park,national_park
National reserve,national_reserve
Native American restaurant,native_american_restaurant
Native american goods store,native_american_goods_store
Natural goods store,natural_foods_store
Natural history museum,natural_history_museum
Natural rock climbing area,natural_rock_climbing_area
Natural stone exporter,natural_stone_exporter
Natural stone supplier,natural_stone_supplier
Natural stone wholesaler,natural_stone_wholesaler
Nature preserve,nature_preserve
Naturopathic practitioner,naturopathic_practitioner
Naval base,naval_base
Navarraise restaurant,navarraise_restaurant
Neapolitan restaurant,neapolitan_restaurant
Needlework shop,needlework_shop
Neon sign shop,neon_sign_shop
Neonatal physician,neonatal_physician
Nepalese restaurant,nepalese_restaurant
Nephrologist,nephrologist
Netball club,netball_club
Neurologist,neurologist
Neurophysiologist,neurophysiologist
Neurosurgeon,neurosurgeon
New Age church,new_age_church
New American restaurant,new_us_american_restaurant
New England restaurant,new_england_restaurant
New Zealand restaurant,new_zealand_restaurant
News service,news_service
Newspaper advertising department,newspaper_advertising_department
Newspaper distribution service,newspaper_distribution
Newspaper publisher,newspaper_publisher
Newsstand,newsstand
Nicaraguan restaurant,nicaraguan_restaurant
Night club,night_club
Night market,night_market
Nissan dealer,nissan_dealer
Non smoking holiday home,non_smoking_holiday_home
Non vegetarian restaurant,non_vegetarian_restaurant
Non-denominational church,non_denominational_church
Non-governmental organization,non_governmental_organization
Non-profit organization,non_profit_organization
Noodle shop,noodle_shop
North African restaurant,north_african_restaurant
North Eastern Indian restaurant,north_eastern_indian_restaurant
North Indian restaurant,north_indian_restaurant
Northern Italian restaurant,northern_italian_restaurant
Norwegian restaurant,norwegian_restaurant
Notaries association,notaries_association
Notary public,notary_public
Notions store,notions_store
Novelties wholesaler,novelties_wholesaler
Novelty store,novelty_store
Nuclear engineering service,nuclear_engineer
Nuclear power company,nuclear_power_company
Nuclear power plant,nuclear_power_plant
Nudist club,nudist_club
Nudist park,nudist_park
Nuevo Latino restaurant,nuevo_latino_restaurant
Numerologist,numerologist
Nurse practitioner,nurse_practitioner
Nursery school,nursery_school
Nursing agency,nursing_agency
Nursing association,nursing_association
Nursing home,nursing_home
Nursing school,nursing_school
Nut store,nut_store
Nutritionist,nutritionist
Nyonya restaurant,nyonya_restaurant
Oaxacan restaurant,oaxacan_restaurant
Obanzai restaurant,obanzai_cuisine
Observation deck,observation_deck
Observatory,observatory
Obstetrician-gynecologist,gynecologist
Occupational health service,occupational_health_service
Occupational medical physician,occupational_medical_physician
Occupational safety and health,occupational_safety_and_health
Occupational therapist,occupational_therapist
Oden restaurant,oden_restaurant
Odia restaurant,odia_restaurant
Off roading area,off_roading_area
Off track betting shop,off_track_betting_shop
Off-road race track,off_road_race_track
Offal barbecue restaurant,guts_barbecue_restaurant
Offal pot cooking restaurant,offal_pot_cooking
Office accessories wholesaler,office_accessories_wholesaler
Office equipment rental service,office_equipment_rental_service
Office equipment repair service,office_equipment_repair_service
Office equipment supplier,office_equipment_supplier
Office furniture store,office_furniture_store
Office of Vital Records,office_of_vital_records
Office of a fair trade organization,fair_trade_organization
Office refurbishment service,office_refurbishment_service
Office space rental agency,office_space_rental_agency
Office supply store,office_supply_store
Office supply wholesaler,office_supply_wholesaler
Oil & natural gas company,oil_company
Oil and gas exploration service,oil_and_gas_exploration_service
Oil change service,oil_change_service
Oil field equipment supplier,oil_field_equipment_supplier
Oil refinery,oil_refinery
Oil store,oil_store
Oil wholesaler,oil_wholesaler
Oilfield,oilfield
Okonomiyaki restaurant,okonomiyaki_restaurant
Oldsmobile dealer,oldsmobile_dealer
Olive oil bottling company,olive_oil_bottling_company
Olive oil cooperative,olive_oil_cooperative
Olive oil manufacturer,olive_oil_manufacturer
Oncologist,oncologist
Onsen,onsen
Opel dealer,opel_dealer
Open air museum,open_air_museum
Open university,open_university
Opera company,opera_company
Opera house,opera_house
Ophthalmologist,ophthalmologist
Ophthalmology clinic,ophthalmology_clinic
Optical instrument repair service,optical_instrument_repair_service
Optical products manufacturer,optical_products_manufacturer
Optical wholesaler,optical_wholesaler
Optician,optician
Optometrist,optometrist
Oral and maxillofacial surgeon,oral_maxillofacial_surgeon
Oral surgeon,oral_surgeon
Orchard,orchard
Orchestra,orchestra
Orchid farm,orchid_farm
Orchid grower,orchid_grower
